Clt_No,Po_No,Accumulate,Surveyor,Survey_date,Insured_name,Risk_location,DIV,CTR,CLS,STT,Effective_date,Inception_date,Renew_date,Contract_type,Rkn,Risk_type,Original_SI,VND_SI,Survey date1,Survey date 2,Survey date 3,Survey date 4,Survey date 5,Survey date 6,Survey date 7,Survey date 8,Survey date 9,Fire code,Agent name,Occupation,Business Line,Remark,Month,Year
10007401,20022829,HPTNVS6126,TDH,13/09/2022,"DYNAPAC (HAIPHONG) CO., LTD","DYNAPAC (HAIPHONG) CO., LTD, 126, Rd 6, VSIP HP,Dinh Vu Cat Hai EZ, Thuy Nguyen, Hai Phong",VH,JPN,E,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"433,813,003,539.00","433,813,003,539.00",20190426,,20190426,,,20160419,,,,18.1AB,DIRECT HANOI,Production Packaging,  ,,9,2022
10000711,20047897,SGBTALFOOT,VKH,22/06/2022,"FOOTGEARMEX FOOTWEAR CO., LTD(TY HUNG)","Footgearmex Footwear Co., Ltd., 162A Ho Hoc Lam, An Lac, Binh Tan, HCMC",MS,TWN,D,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"162,145,258,415.00","162,145,258,415.00",20171110,,,,20171110,,,,,18.1CB,DIRECT-TAIWAN SOUTH ,Sport shoes,  ,,6,2022
10000371,20052652,HPADE4NHIZ,NTT,09/09/2022,"HOP THINH CO.,LTD","HOP THINH Co.,Ltd, E4, Nomura IZ, An Duong, Hai Phong",VH,JPN,D,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"5,417,458.00","124,655,785,030.00",,,,,,,,,,18.1AB,DIRECT HANOI,Making uniform,  ,,9,2022
10010845,20028636,HNMLQM7SHE,TDH,20/06/2022,"MARUBENI HEAVY EQUIPMENT CO.,LTD","Marubeni Heavy Equipment Co.,Ltd, Lot 7, Quang Minh IZ, Me Linh, Ha Noi",VH,JPN,C,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"342,823,000,000.00","342,823,000,000.00",20181001,,,20181001,20170508,,,,,17.2A,AON-BRK-VH,As described above,"Exclusive distribution of Komatsu construction equipment, mining machines, forklifts and generators in Vietnam ",,6,2022
10005549,20017246,SGD7TTW293,NNH,06/10/2022,"RENESAS DESIGN VIETNAM CO., LTD","RENESAS DESIGN VIETNAM CO., LTD, Lot W.29-30-31a, Tan Thuan Road, Tan Thuan EPZ, D7, HCMC",VC,JPN,B,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"22,037,875.00","507,972,887,638.00",20170505,,,,20170505,,,,,1A,MARSH-BRK-VC,As mentioned above,Research and development company for Electronics parts.  ,,10,2022
10000915,20012516,DNLBBHA218,VKH,16/03/2022,"SHIRAI VIETNAM CO., LTD","SHIRAI VIETNAM CO., LTD, Plot 218, Amata IP, Long Binh Ward, Bien Hoa City, Dong Nai",VC,JPN,E,IF,01/08/2021,01/08/2021,31/07/2022,ARC - PROPERTY ALL RISKS,1,ARB - PROPERTY ALL RISKS,"6,841,105.00","157,345,415,000.00",20180508,,,20180508,,,20150527,,,18.1AB,MARSH-BRK-VC,As mentioned above,Furniture Manufacturing and all other related activities.  ,,3,2022
10001825,20007961,HYYMTLIPTO,TDH,20/05/2022,"TOYOTA INDUSTRIAL EQUIPMENT VIETNAM CO., LTD","Toyota Industrial Equipment Vietnam Co., Ltd, Lot A-1, A-2,Thang Long 2 IP, Yen My District,, Hung Yen",VH,JPN,C,IF,01/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"762,047,090,099.00","762,047,090,099.00",20180710,,,20180710,,,20151223,,,18.1AB,TOYOTA TSUSHO-BRK-VH,As mentioned above,"Manufacture motors for forklift, stators and rotors for forklift engines and motor vehicles ",,5,2022
10000165,20035565,DNBHAMA101,NNH,12/10/2022,"TOYOTA TSUSHO VIETNAM CO.,LTD(HOCHIMINH BRANCH)","DRAGON LOGISTICS CO., LTD - DONG NAI BRANCH, Plot 101/1 Amata IP, Bien Hoa City, Dong Nai",VC,JPN,E,IF,25/10/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"2,530,000.00","58,303,850,000.00",,,,,,,,,,17.1B,TOYOTA TSUSHO-BRK-VC,Trading,  ,,10,2022
10043858,20072497,DNNT2IZWEL,VKH,14/04/2022,"WELLY INDUSTRIAL CO., LTD","Welly Industrial Co., Ltd, Road 25B, Nhon Trach No.2 IZ, Nhon Trach Dist, Dong Nai",MS,TWN,C,IF,04/08/2021,01/08/2021,31/07/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"46,850,048,560.00","46,850,048,560.00",,,,,,,,,,18.2A,DIRECT-TAIWAN SOUTH ,Electric fan motor,  ,,4,2022
10001338,20095735,LDBLDLQL20,VKH,17/06/2022,MATSUMURA CO LTD (KYOTO),"VIMA 2/VIMAFA 2, QUOC LO 20, Dai Lao, Bao Loc, Lam Dong",VC,JPN,E,IF,02/08/2021,02/08/2021,01/08/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"225,830,400.00","47,514,716,160.00",,,,,,,,,,18.1AB,DIRECT HCM,Manufacturing Textile,  ,,6,2022
10000647,20095715,SGD12TCH1A,VKH,15/02/2022,"DAH SHENG (VN) INTERNATIONAL CO., LTD","Dah Sheng (VN) International Co., Ltd, 2240 Quoc Lo 1A, Village Tan Chanh Hiep, Dist 12, HCMC",MS,TWN,D,IF,04/08/2021,03/08/2021,02/08/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"21,037,469,208.00","21,037,469,208.00",,,,,,,,,,18.1AB,DIRECT-TAIWAN SOUTH ,Garment Factory,  ,,2,2022
10018551,20044688,BDTAVS637A,VKH,26/05/2022,SV PROBE VIETNAM CO LTD,"SV PROBE VIETNAM CO LTD, 37A Street, 6 VISIP, Thuan An town, Binh Duong",VC,JPN,C,IF,08/08/2021,07/08/2021,06/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"18,113,652.00","416,976,269,040.00",,,,,,,,,,18.2A,DIRECT HCM,Factory,"Probe card, Text Fixture, MEMS product manufacturing  ",,5,2022
10010332,20028349,HNDTHMSAN2,TDH,12/08/2022,"NAXIS VIETNAM CO., LTD HA NAMBRANCH","Naxis Vietnam Co., Ltd - Hanam Branch, Road N2, Section A, Hoa Mac IP, Duy Tien, Ha Nam",VC,JPN,E,IF,10/08/2021,09/08/2021,08/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"122,000,227,832.00","122,000,227,832.00",20181108,,,20181108,,20160930,,,,18.1AB,DIRECT HCM,"Production of Hang Tag, Care Label",  ,,8,2022
10001751,20009151,BNQVIPSAKU,TDH,30/05/2022,"SAKURA PAINT VIETNAM CO., LTD","SAKURA PAINT VIETNAM CO., LTD, Plot I4-2, Que Vo IZ, Que Vo, Bac Ninh",VH,JPN,E,IF,09/08/2021,09/08/2021,08/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"36,698,170,961.00","36,698,170,961.00",20180810,,,20180810,,20161216,,20141208,,18.1AB,DIRECT HANOI,As mentioned above,"Manufacture Paint for electronic devices, vehicles and others ",,5,2022
10008829,20073731,BDDAB24445,,,NIPPON KONPO HOCHIMINH INC,"Nippon Konpo HCMC - Warehouse, B2-44, 45, 46, 47 Rd 1, Tan Dong Hiep B IZ, Di An, Binh Duong",VH,JPN,D,IF,15/08/2021,15/08/2021,14/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"225,220,289,307.00","225,220,289,307.00",,,,,,,,,,17.2A,DIRECT HANOI,Transportation Service,  ,,,
10002195,20008954,BNQVPLVSIN,TDH,20/07/2022,VS INDUSTRY VIETNAM JOINT STOCK COMPANY AND/OR,"VS Industry Vietnam Joint Stock Company, Lot C1 & C2, Que Vo IP, Phuong Lieu, Que Vo, Bac Ninh",VH,JPN,E,IF,20/08/2021,17/08/2021,16/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"49,648,022.00","1,142,401,588,207.00",20160622,,,,,20160622,20150619,,20130821,18.1AB,TOYOTA TSUSHO-BRK-VH,As mentioned above,Manufacturing plastic spare parts and machineries  ,,7,2022
10027039,20073748,HNPLCSARTP,TDH,27/06/2022,"ARTPRESTO VIET NAM CO.,LTD","ARTPRESTO VIETNAM CO., LTD, Lot D8, Road D5, Chau Son IZ, Chau Son, Phu Ly, Ha Nam",VH,JPN,E,IF,19/08/2021,19/08/2021,18/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"193,647,431,034.00","193,647,431,034.00",,,,,,,,,,18.1AB,DIRECT HANOI,"Paper, plastic package product",  ,,6,2022
10000404,20001250,SGD7TTEPZC,VKH,16/05/2022,"CCH TOP (VN) CO., LTD","CCH TOP (VN) CO., LTD, Tan Thuan EPZ, District 7, HCMC",MS,TWN,D,IF,22/08/2021,19/08/2021,18/08/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"35,310,000,000.00","35,310,000,000.00",20191025,,20191025,,20170525,,20150709,,20130530,18.1AB,DIRECT-TAIWAN SOUTH ,Garment,Garment  ,,5,2022
10008229,20045030,DNLTBSREGI,,,"REGION INDUSTRIES CO., LTD","Region Industries Co., Ltd, Ap 8, Binh Son IZ, Binh Son Village, Long Thanh, Dong Nai",MS,TWN,C,IF,19/08/2021,19/08/2021,18/08/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"75,345,346,918.00","75,345,346,918.00",20180529,,,20180529,,,,,,18.2A,DIRECT-TAIWAN SOUTH ,Nails factory,  ,,,
10107561,20096531,HNDTDV3WAT,,,"WATANABE RUBBER VIETNAM CO., LTD","WATANABE RUBBER VIETNAM CO., LTD, Lot CNVN4-10, Dong Van 3 IZ, Hoang Dong, Duy Tien, Ha Nam",VH,JPN,D,IF,19/08/2021,19/08/2021,18/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"25,362,850,693.00","25,362,850,693.00",,,,,,,,,,18.1AB,OKB CONSULTING VN-VH,Rubber product manufacturing,  ,,,
10001042,20017448,SGD7TTSHOW,MCN,14/09/2022,"SHOWA (VIETNAM) CO., LTD","SHOWA (VIETNAM) CO., LTD, Road 14, Tan Thuan EPZ, District 7, HCMC",VC,JPN,D,IF,21/08/2021,21/08/2021,20/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"2,134,892.00","48,931,724,640.00",20180608,,,20180608,,,20150522,,,18.1AB,DIRECT HCM,Garment,  ,,9,2022
10007691,20036045,HYMHBYNAMC,TDH,10/06/2022,RYOBI INTERNATIONAL LOGISTICSVIETNAM JSC,"Kho Techom Bank AMC, Km So 22,QL5,Thi Than Ban Yen Nhan, My Hao, Hung Yen",VC,JPN,D,IF,22/08/2021,22/08/2021,21/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"71,603,956,104.00","71,603,956,104.00",,,,,,,,,,17.2A,DIRECT HCM,Logistics & Warehousemen,  ,,6,2022
10003733,20012957,HBLSHSNISS,TDH,30/06/2022,"NISSIN MANUFACTURING VIETNAM CO., LTD.","NISSIN MANUFACTURING VIETNAM CO., LTD, Luong Son IP, Hoa Son, Luong Son, Hoa Binh",VH,JPN,C,IF,23/08/2021,23/08/2021,22/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"481,789,924,221.00","481,789,924,221.00",20180710,,,20180710,,,20150603,,,18.2A,DIRECT HANOI,Manufacturing motorbike parts,  ,,6,2022
10019553,20045141,LABL011929,CA,,SUMITOMO CHEMICAL VIETNAM,"Long Hiep Corporation, Km 1929,National Highway No. 01,Long Hiep, Ben Luc, Long An",VC,JPN,D,IF,27/08/2021,27/08/2021,26/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"100,000,000,000.00","100,000,000,000.00",,,,,,,,,,17.2A,DIRECT HCM,Agrochemical Products Trading,  ,"Last survey 2020, postpone to 2023",,
10010834,20053492,TBTBPK8910,,,SHENG FANG INDUSTRIAL COMPANYLIMITED,"SHENG FANG INDUSTRIAL COMPANY LIMITED, Lot D8 + D9 + D10 + D11 Phuc Khanh IZ, Thai Binh, Thai Binh",MN,TWN,C,IF,28/08/2021,28/08/2021,27/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"208,613,402,549.00","208,613,402,549.00",,,,,,,,,,18.2A,DIRECT-TAIWAN NORTH,Metal manufacturer,  ,,,
10005722,20017642,BDTAVSIPNI,,,BRANCH OF NISSEI ECO VIET NAMCOMPANY LIMITED IN BINH DUONG,"NISSEI ECO VIETNAM CO., LTD, 2-No.1 VSIP, Street No. 2, Thuan An, Binh Duong",VH,JPN,E,IF,23/09/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,200,870.00","27,644,100,827.00",20160520,,,,,20160520,,,,18.1AB,DIRECT HANOI,As mention above,"Producing electrical insulating product, plastic product for medical and PVC compound pellet ",,,
10000417,20001294,BDBCVSIPDK,NNH,21/09/2022,DDK VIETNAM LTD,"DDK VIETNAM LTD, No. 20, Dan Chu Street, VSIP 2, Ben Cat District, Binh Duong",VC,JPN,C,IF,31/08/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"9,982,925.00","227,510,860,750.00",20170810,,,,20170810,,,20140829,,18.2A,DIRECT HCM,Manufacture of connector (Assemble work),  ,,9,2022
10003742,20036414,HNDTDV2ISH,TDH,26/05/2022,"ISHIGAKI VIETNAM CO.,LTD","ISHIGAKI VIETNAM CO.,LTD, Dong Van 2 IP, Duy Tien district, Ha Nam",VH,JPN,E,IF,31/08/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"84,638,643,163.00","84,638,643,163.00",20180615,,,20180615,,,,,,18.1AB,DIRECT HANOI,As mentioned above,"Manufacturing, processing and assembling of rubber and plastic parts and products ",,5,2022
10015045,20036402,BDTUVS12N9,NNH,22/09/2022,"SAKURA COLOR PRODUCTS OF VIETNAM CO., LTD.","SAKURA COLOR PRODUCTS OF VIETNAM CO.,LTD, NO.9 VSIP 2-A STR.12, VSIP 2A, VINH TAN, TAN UYEN, BINH DUONG",VC,JPN,E,IF,31/08/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"146,064,414,382.00","146,064,414,382.00",,,,,,,,,,18.1AB,DIRECT HCM,"Crayon, Colors and Stationery Manufacturing",  ,,9,2022
10002037,20009338,HPADNOE2KY,NTT,14/09/2022,"VIETNAM KYORITSU CO., LTD.","KYORITSU VIETNAM CO., LTD, Plot E-2, Nomura IZ, An Duong, Hai Phong",VH,JPN,E,IF,31/08/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"35,000,212,080.00","35,000,212,080.00",20190521,,20190521,,,20160429,,,20130529,18.1AB,DIRECT HANOI,Manufacturing rubber gasket and oil seal,Manufacturing rubber gasket and oil seal  ,,9,2022
10000119,20001162,HNDATLIPG1,TDH,17/05/2022,"YAMAHA MOTOR PARTS MANUFACTURING VIETNAM CO.,LTD","Yamaha Motor Parts Manufacturing Vietnam Co.,Ltd, G1 Thang Long IP, Dong Anh, Ha Noi",VH,JPN,C,IF,31/08/2021,31/08/2021,30/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"112,630,926.00","2,583,753,442,440.00",20171101,,,,20171101,,,,20131106,18.1AB,DIRECT HANOI,As mentioned above,"Manufacturing spare parts and other related parts for motor vehicles and engines, manufacture and assemble engine parts and components for motorcycle, automobile and other means of",,5,2022
10107562,20096532,LACGTKKS2K,VKH,30/03/2022,ACTIVE VIETNAM FACTORY COMPANYLIMITED,"Kizuna JV's Warehouse (S2 Warehouse), Lot K, Tan Kim IP,Tan Kim Commune, Can Giuo Dist, Long An",VC,JPN,D,IF,02/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"20,009,097,672.00","20,009,097,672.00",,,,,,,,,,18.2A,DIRECT HCM,As above,Manufacture of parts and accessories for motor vehicles and other motor vehicles ,,3,2022
10008325,20023244,LACGTKR8D3,VKH,13/06/2022,AOKI VIETNAM COMPANY LIMITED,"Aoki Vietnam Co., Ltd, D3 Kizuna Rent factory,Road 8,Tan Kim IP,Can Giuoc, Long An",VC,JPN,D,IF,25/10/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"30,024,018,122.00","30,024,018,122.00",20190523,,20190523,,,20160425,,,,18.1AB,DIRECT HCM,Garment,  ,,6,2022
10001988,20017858,BDTAVSIPDI,,,"DIC (VIETNAM) CO., LTD.","DIC VIETNAM CO., LTD, No. 31, Road 6, VSIP, Thuan An district, Binh Duong",VC,IDN,D,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"199,497,991,670.00","199,497,991,670.00",20160715,,,,,20160715,,,,18.1AB,MARSH-BRK-VC,As above,"Manufacturing all types of printing inks, comprising offset ink, gravure ink, flexo ink, metal coating ink, metal coatings and others. The Enterprise is entitled to",,,
10000445,20036389,BDBCHLJSEC,VKH,19/05/2022,"JIN SHONE ENTERPRISE CO.,LTD","JIN SHONE ENTERPRISE CO.,LTD (New factory), DT741, An Hoa, Hoa Loi, Ben Cat, Binh Duong",MS,TWN,D,IF,01/09/2021,01/09/2021,31/08/2022,FEC - FIRE AND EXPL COMP,1,FEC - COMPULSORY FIRE and EXPLOSION,"1,350,000.00","31,320,000,000.00",20200604,20200604,,,,,,,,18.1CB,DIRECT-TAIWAN SOUTH ,Shoes factory,  ,,5,2022
10047525,20074657,HNMLQMI372,,,"MEIKO ELECTRONICS QUANG MINH CO., LTD.","MEIKO ELECTRONICS QUANG MINH, Lot 37 & 37-2, Quang Minh IP, Quang Minh, Me Linh, Ha Noi",VH,VNM,C,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"153,482,272,776.00","153,482,272,776.00",,,,,,,,,,17.2A,AON-BRK-VH, Manufacturing and Assembling Electronic,  ,,,
10007904,20023179,HPADTD3BA4,NTT,15/09/2022,"MEIKO VIETNAM CO., LTD","MEIKO VIETNAM  CO., LTD, Lot-A4,CN3b area, Trang Due IZ, An Duong, Hai Phong",VH,JPN,E,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"49,681,884,821.00","49,681,884,821.00",20160421,,,,,20160421,,,,18.1AB,DIRECT HANOI,Manufacturing plastic mold injection,  ,,9,2022
10003667,20012803,HNMLQM35NI,TDH,13/05/2022,NITORI FURNITURE VIETNAM EPE,"NITORI FURNITURE VIETNAM EPE, Lot 35, Quang Minh IP, Me Linh dist., Ha Noi",VH,JPN,E,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"101,689,280.00","2,334,785,868,800.00",20180705,,,20180705,,20160906,20150702,,20130723,18.1AB,MARSH-BRK-VH,Manufacturing wood furniture,  ,,5,2022
10014823,20036079,BRVTPM3IPG,VKH,23/02/2022,NITORI FURNITURE VIETNAM EPE-BA RIA-VUNG TAU BRANCH,"NITORI FURNITURE BARIA-VUNG TAU - PHASE 1 PROJECT, Lot G. Phu My 3 IP, Phuoc Hoa, Tan Thanh, Ba Ria Vung Tau",VC,JPN,E,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,439,457,646,739.00","3,439,457,646,739.00",20190614,,20190614,20180622,,,,,,18.1AB,MARSH-BRK-VC,Manufacturing wood furniture,  ,,2,2022
10001049,20004179,DNBHAMIPRI,VKH,11/05/2022,"RICHES HIGH-TECH WRAPPER (VN)CO., LTD","RICHES HIGH - TECH WRAPER (VN) CO., LTD, No.104, Lot A, AMATA IP, Bien Hoa City, Dong Nai",MS,TWN,E,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"41,022,000,000.00","41,022,000,000.00",20191008,,20191008,,20170628,,20150707,,20130529,18.1AB,DIRECT-TAIWAN SOUTH ,Plastic Wrapper,  ,,5,2022
10006004,20036331,DNBHICDLB1,MCN,12/10/2022,TOYOTA TSUSHO ASIA PACIFIC PTELTD,"ICD TAN CANG - LONG BINH WAREHOUSE - No.14A/15, G243 Bui Van Hoa, KP 7, Long Binh, Bien Hoa, Dong Nai",VC,JPN,E,IF,01/09/2021,01/09/2021,31/08/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"800,000.00","18,120,000,000.00",,,,,,,,,,17.1B,TOYOTA TSUSHO-BRK-VC,Trading,  ,,10,2022
10109100,20096781,DNLTKLMN,CA,,FAEDA SPA,"DH LOGISTIC PROPERTY VIET NAM COMPANY LIMITED, Lot K, L, M, N, Loc An Binh Son IP, Long Thanh, Dong Nai",VC,ITL,E,IF,03/09/2021,03/09/2021,02/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"3,000,000.00","67,890,000,000.00",,,,,,,,,,17.1B,DIRECT HCM,Provide leather products,  ,Fronting,,
10019646,20045599,HNDTDV3CHU,,,"CHUBUTSU VIET NAM CO.,LTD","CHUBUTSU VIET NAM CO.,LTD, Dong Van III IZ, Tien Noi Commune,Duyen Tien Dist, Ha Nam",VH,JPN,E,IF,05/09/2021,05/09/2021,04/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"248,865,725,764.00","248,865,725,764.00",,,,,,,,,,18.1AB,TOYOTA TSUSHO-BRK-VH,As above,"Manufacturing and assembling components and parts in plastic, rubbers and metal for equipment and machineries ",,,
10011083,20075119,HNDTHMSAN2,TDH,12/08/2022,DYNAOX VIETNAM CORPORATION LIMITED,"Naxis Vietnam Co., Ltd - Hanam Branch, Road N2, Section A, Hoa Mac IP, Duy Tien, Ha Nam",VH,JPN,E,IF,07/09/2021,07/09/2021,06/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"58,282,041,472.00","58,282,041,472.00",,,,,,,,,,18.2A,DIRECT HANOI,Metal Processing,  ,,8,2022
10010325,20028854,BGVYDTDV1M,NTT,08/12/2022,"MASUDA VINYL VIETNAM CO., LTD","MASUDA VINYL VIETNAM CO., LTD, Lot No. 1, Dong Vang, Dinh Tram IZ, Viet Yen, Bac Giang",VH,JPN,E,IF,13/10/2021,07/09/2021,06/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"1,832,011.00","43,647,662,075.00",20161229,,,,,20161229,,,,18.1AB,DIRECT HANOI,Manufacture and process plastic products,  ,,12,2022
10000452,20010700,DNLTPTVNRD,,,"VIETNAM MANUFACTURING & EXPORTPROCESSING CO., LTD (VMEP)","VMEP (Trung tam nghien cuu phat trien- VNRD), Phuoc Tan, Long Thanh, Dong Nai",MS,TWN,C,IF,10/09/2021,10/09/2021,09/09/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"50,377,743,561.00","50,377,743,561.00",20190423,,20190423,,,20161206,,,,10A,DIRECT-TAIWAN SOUTH ,Manufacturing of Motorcycle spare parts,  ,,,
10003791,20013116,DNLTLDIPTA,VKH,31/03/2022,"TAIYO BRUSH VIETNAM CO., LTD.","TAIYO BRUSH VIETNAM CO., LTD., Rental factory D-4,Long Duc IP,Long Duc,Long Thanh, Dong Nai",VC,JPN,E,IF,13/09/2021,13/09/2021,12/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"67,720,818,951.00","67,720,818,951.00",20190425,,20190425,,,20160706,,,,18.1AB,DIRECT HCM,Toothbrush manufacturing,  ,,3,2022
10000133,20001465,HNDATLCHIY,TDH,17/08/2022,"CHIYODA INTEGRE VIETNAM CO., LTD","CHIYODA INTEGRE VIETNAM CO., LTD, C4, Thang Long IP, Dong Anh, Ha Noi",VH,JPN,E,IF,16/09/2021,16/09/2021,15/09/2022,ISR - INDUSTRIAL ALL RISKS,4,ARB - PROPERTY ALL RISKS,"16,941,895.00","385,766,949,150.00",,,,,,,,,,18.2A,DIRECT HANOI,As mentioned belowed,"Manufacturing, assembling, processing, punching & pressing machine parts for the industry of electricity, automobile, and other industries",,8,2022
10000177,20001413,HPHADH2DVH,,,SUMIRUBBER VIETNAM LTD,"HAI PHONG LOGISTICS CENTER - DINH VU WAREHOUSE, Land plot CN5.6B, Dinh Vu IZ,Dong Hai 2, Hai An, Hai Phong",VH,JPN,D,IF,16/09/2021,16/09/2021,15/09/2022,ISR - INDUSTRIAL ALL RISKS,2,ARB - PROPERTY ALL RISKS,"1,961,604.00","44,665,723,080.00",,,,,,,,,,18.1AB,DIRECT HANOI,Warehouse,"Manufacturing rubber parts for printer, photocopier & fax machine ",,,
10005550,20054223,DNLCHKIZA1,TDH,25/08/2022,"MURATA MANUFACTURING VIETNAM DA NANG CO., LTD.","VIETHOA ELECTRONIC CO., LTD, Lot A1, Hoa Khanh IZ, Lien Chieu District, Da Nang",VC,JPN,C,IF,20/09/2021,20/09/2021,19/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"2,986,589,253,423.00","2,986,589,253,423.00",,,,,,,,,,18.1AB,MARSH-BRK-MN,Electronic parts,Electronic parts  ,,8,2022
10006520,20054307,DNBHBH2IZ6,NNH,08/09/2022,"MURATA MANUFACTURING VIETNAM HO CHI MINH CO., LTD","VIETSHIANG ELECTRONICS CO.,LTD, No 6, 9A Road, Bien Hoa 2 IZ, Bien Hoa, Dong Nai",VC,JPN,C,IF,20/09/2021,20/09/2021,19/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"269,310,926,998.00","269,310,926,998.00",,,,,,,,,,18.1AB,MARSH-BRK-MN,Electronic parts,  ,,9,2022
10015184,20036713,QNDBVDROIN,TDH,23/08/2022,ROUTE INN VIETNAM RESORT LIMITED COMPANY,"ROUTE INN VIETNAM RESORT LIMITED COMPANY, Thanh Nien Ven Bien,Viem Dong, Dien Ngoc, Dien Ban, Quang Nam",VC,JPN,C,IF,20/09/2021,20/09/2021,19/09/2022,ISR - INDUSTRIAL ALL RISKS,1,ARB - PROPERTY ALL RISKS,"250,099,135,526.00","250,099,135,526.00",,,,,,,,,,9.1A,DIRECT HCM,Hotel business,  ,,8,2022
